index,lat1,lat2,lon1,lon2,score
57,34.784,34.792,135.456,135.464,33.9319823434992
58,34.784,34.792,135.464,135.472,33.94099792321211
59,34.784,34.792,135.472,135.48,163.76444796437931
60,34.784,34.792,135.48,135.488,132.78160932819168
61,34.784,34.792,135.488,135.496,43.92349894662921
62,34.784,34.792,135.496,135.504,44.31586665565102
63,34.784,34.792,135.504,135.512,41.64897393882646
64,34.784,34.792,135.512,135.52,36.563503541365364
65,34.784,34.792,135.52,135.528,33.03605752243658
66,34.784,34.792,135.528,135.536,24.709366670040836
67,34.784,34.792,135.536,135.544,20.11009944465971
68,34.784,34.792,135.544,135.552,108.17035549194901
69,34.784,34.792,135.552,135.56,42.456800052842354
70,34.784,34.792,135.56,135.568,111.06802968936512
71,34.784,34.792,135.568,135.576,155.51945408738743
72,34.784,34.792,135.576,135.584,162.34138928069802
73,34.784,34.792,135.584,135.592,164.45677570468763
74,34.784,34.792,135.592,135.6,134.73520609078838
75,34.784,34.792,135.6,135.608,105.2946496619765
76,34.784,34.792,135.608,135.616,168.21225817144506
77,34.784,34.792,135.616,135.624,133.84347971610208
78,34.784,34.792,135.624,135.632,43.96512716662312
79,34.784,34.792,135.632,135.64,45.11446496963542
80,34.784,34.792,135.64,135.648,168.5451683717086
81,34.784,34.792,135.648,135.656,53.45555599984006
82,34.784,34.792,135.656,135.664,180.9807265448332
83,34.784,34.792,135.664,135.672,185.5690356339888
84,34.784,34.792,135.672,135.68,91.10866648912642
85,34.784,34.792,135.68,135.688,149.40644234173777
86,34.784,34.792,135.688,135.696,183.36230482006494
87,34.784,34.792,135.696,135.704,155.72235546508216
88,34.784,34.792,135.704,135.712,153.8286747288384
89,34.784,34.792,135.712,135.72,151.59396641786174
90,34.784,34.792,135.72,135.728,149.86724176235293
91,34.784,34.792,135.728,135.736,153.84106330777354
92,34.784,34.792,135.736,135.744,151.91312272674304
93,34.784,34.792,135.744,135.752,156.64756483337618
94,34.784,34.792,135.752,135.76,165.3181105797646
95,34.784,34.792,135.76,135.768,167.09395327639385
96,34.784,34.792,135.768,135.776,168.52529248076672
97,34.784,34.792,135.776,135.784,172.35209681318906
98,34.784,34.792,135.784,135.792,180.88658917071513
99,34.784,34.792,135.792,135.8,211.15048227730486
100,34.776,34.784,135.4,135.408,152.4483293349491
101,34.776,34.784,135.408,135.416,150.10677966338568
102,34.776,34.784,135.416,135.424,154.80042197947893
103,34.776,34.784,135.424,135.432,163.79522676627994
104,34.776,34.784,135.432,135.44,163.39380529287882
105,34.776,34.784,135.44,135.448,161.57853521606432
106,34.776,34.784,135.448,135.456,155.1749000541344
107,34.776,34.784,135.456,135.464,125.59704905343139
108,34.776,34.784,135.464,135.472,38.57453183520599
109,34.776,34.784,135.472,135.48,41.61913679329409
110,34.776,34.784,135.48,135.488,168.2785602516148
111,34.776,34.784,135.488,135.496,132.81191666833473
112,34.776,34.784,135.496,135.504,37.76511874007906
113,34.776,34.784,135.504,135.512,31.557357017256265
114,34.776,34.784,135.512,135.52,29.382309103416645
115,34.776,34.784,135.52,135.528,148.65892699519088
116,34.776,34.784,135.528,135.536,84.72747716679552
117,34.776,34.784,135.536,135.544,112.95928406760609
118,34.776,34.784,135.544,135.552,47.567388612124816
119,34.776,34.784,135.552,135.56,120.81136569897046
120,34.776,34.784,135.56,135.568,125.76405309462318
121,34.776,34.784,135.568,135.576,159.22581531427903
122,34.776,34.784,135.576,135.584,156.56637764244047
123,34.776,34.784,135.584,135.592,128.3820149455771
124,34.776,34.784,135.592,135.6,132.59704419897895
125,34.776,34.784,135.6,135.608,162.85251012411175
126,34.776,34.784,135.608,135.616,161.47491881504476
127,34.776,34.784,135.616,135.624,99.56298862071588
128,34.776,34.784,135.624,135.632,166.53255954709772
129,34.776,34.784,135.632,135.64,138.87708644248258
130,34.776,34.784,135.64,135.648,55.37181117942194
131,34.776,34.784,135.648,135.656,181.8514490488664
132,34.776,34.784,135.656,135.664,63.837357019941294
133,34.776,34.784,135.664,135.672,157.2650825827343
134,34.776,34.784,135.672,135.68,70.83839435619268
135,34.776,34.784,135.68,135.688,196.1152120505917
136,34.776,34.784,135.688,135.696,169.51888801423001
137,34.776,34.784,135.696,135.704,173.81521830561945
138,34.776,34.784,135.704,135.712,171.1993251894708
139,34.776,34.784,135.712,135.72,166.6770070432732
140,34.776,34.784,135.72,135.728,171.2168882900592
141,34.776,34.784,135.728,135.736,170.4013764298844
142,34.776,34.784,135.736,135.744,170.55398022750225
143,34.776,34.784,135.744,135.752,170.6678459491629
144,34.776,34.784,135.752,135.76,171.78951456802253
145,34.776,34.784,135.76,135.768,171.22046405683722
146,34.776,34.784,135.768,135.776,168.06283423600513
147,34.776,34.784,135.776,135.784,166.22065638399582
148,34.776,34.784,135.784,135.792,168.38009812911173
149,34.776,34.784,135.792,135.8,197.5354655752095
150,34.768,34.776,135.4,135.408,159.2774334043006
151,34.768,34.776,135.408,135.416,157.03668060230075
152,34.768,34.776,135.416,135.424,153.65492292822634
153,34.768,34.776,135.424,135.432,160.08385172397203
154,34.768,34.776,135.432,135.44,159.0549360274049
155,34.768,34.776,135.44,135.448,160.4969484384215
156,34.768,34.776,135.448,135.456,166.98601186075496
157,34.768,34.776,135.456,135.464,131.17194140056432
158,34.768,34.776,135.464,135.472,39.25847029259697
159,34.768,34.776,135.472,135.48,39.932194904883744
160,34.768,34.776,135.48,135.488,168.54285082995034
161,34.768,34.776,135.488,135.496,36.52325971845538
162,34.768,34.776,135.496,135.504,32.64578027465667
163,34.768,34.776,135.504,135.512,34.80470897429714
164,34.768,34.776,135.512,135.52,159.70899187109845
165,34.768,34.776,135.52,135.528,123.3596000322945
166,34.768,34.776,135.528,135.536,120.76943878444655
167,34.768,34.776,135.536,135.544,128.06961458360252
168,34.768,34.776,135.544,135.552,39.668114349682824
169,34.768,34.776,135.552,135.56,127.62076786526549
170,34.768,34.776,135.56,135.568,161.01421204570065
171,34.768,34.776,135.568,135.576,161.23451035514728
172,34.768,34.776,135.576,135.584,97.10199063350711
173,34.768,34.776,135.584,135.592,132.78467086549588
174,34.768,34.776,135.592,135.6,161.75761480576432
175,34.768,34.776,135.6,135.608,121.88195317492726
176,34.768,34.776,135.608,135.616,90.71287168946012
177,34.768,34.776,135.616,135.624,127.07273890882516
178,34.768,34.776,135.624,135.632,166.2300800476914
179,34.768,34.776,135.632,135.64,139.37527878610575
180,34.768,34.776,135.64,135.648,143.47028912711346
181,34.768,34.776,135.648,135.656,147.42380724810153
182,34.768,34.776,135.656,135.664,184.09243486987546
183,34.768,34.776,135.664,135.672,69.58140960163432
184,34.768,34.776,135.672,135.68,165.6011531333126
185,34.768,34.776,135.68,135.688,79.33538834883362
186,34.768,34.776,135.688,135.696,198.83617947148127
187,34.768,34.776,135.696,135.704,162.49101042968147
188,34.768,34.776,135.704,135.712,157.71358436032523
189,34.768,34.776,135.712,135.72,160.53989646166286
190,34.768,34.776,135.72,135.728,160.29441637994682
191,34.768,34.776,135.728,135.736,158.73680174283783
192,34.768,34.776,135.736,135.744,156.73891797423775
193,34.768,34.776,135.744,135.752,154.00051047564767
194,34.768,34.776,135.752,135.76,150.96627841051674
195,34.768,34.776,135.76,135.768,146.81574191896897
196,34.768,34.776,135.768,135.776,140.3301816395885
197,34.768,34.776,135.776,135.784,148.87046911807823
198,34.768,34.776,135.784,135.792,163.70985063442603
199,34.768,34.776,135.792,135.8,188.7808345396796
200,34.76,34.768,135.4,135.408,164.32605941953437
201,34.76,34.768,135.408,135.416,159.90969224937422
202,34.76,34.768,135.416,135.424,160.2518097309918
203,34.76,34.768,135.424,135.432,160.6542589820254
204,34.76,34.768,135.432,135.44,158.36654745660377
205,34.76,34.768,135.44,135.448,157.3891270740546
206,34.76,34.768,135.448,135.456,90.9578341883624
207,34.76,34.768,135.456,135.464,155.73705373352544
208,34.76,34.768,135.464,135.472,157.19283918879347
209,34.76,34.768,135.472,135.48,22.1608174498476
210,34.76,34.768,135.48,135.488,109.45020608454917
211,34.76,34.768,135.488,135.496,145.02277151252133
212,34.76,34.768,135.496,135.504,110.80186383112189
213,34.76,34.768,135.504,135.512,17.228292337281104
214,34.76,34.768,135.512,135.52,106.2460311222521
215,34.76,34.768,135.52,135.528,19.0259519883422
216,34.76,34.768,135.528,135.536,89.92335510741654
217,34.76,34.768,135.536,135.544,125.30819447880485
218,34.76,34.768,135.544,135.552,33.60040242881817
219,34.76,34.768,135.552,135.56,92.26723425168896
220,34.76,34.768,135.56,135.568,126.30658336808621
221,34.76,34.768,135.568,135.576,40.201790782201726
222,34.76,34.768,135.576,135.584,165.98704533535704
223,34.76,34.768,135.584,135.592,164.95186443391762
224,34.76,34.768,135.592,135.6,130.99120941393042
225,34.76,34.768,135.6,135.608,133.17887026776293
226,34.76,34.768,135.608,135.616,169.54699376552782
227,34.76,34.768,135.616,135.624,52.64035434222846
228,34.76,34.768,135.624,135.632,58.25981712909882
229,34.76,34.768,135.632,135.64,63.34552319612999
230,34.76,34.768,135.64,135.648,187.76444411064725
231,34.76,34.768,135.648,135.656,192.36575157922408
232,34.76,34.768,135.656,135.664,163.1099714942477
233,34.76,34.768,135.664,135.672,199.2382403856103
234,34.76,34.768,135.672,135.68,201.25723858613836
235,34.76,34.768,135.68,135.688,203.39745681255278
236,34.76,34.768,135.688,135.696,79.33965485132535
237,34.76,34.768,135.696,135.704,167.03471414595907
238,34.76,34.768,135.704,135.712,169.23048151811872
239,34.76,34.768,135.712,135.72,168.48534548576356
240,34.76,34.768,135.72,135.728,168.27881510451408
241,34.76,34.768,135.728,135.736,168.57467332228242
242,34.76,34.768,135.736,135.744,167.7886541570498
243,34.76,34.768,135.744,135.752,166.8984433202097
244,34.76,34.768,135.752,135.76,165.71640494154212
245,34.76,34.768,135.76,135.768,163.68681692656088
246,34.76,34.768,135.768,135.776,163.45003815340567
247,34.76,34.768,135.776,135.784,159.09045595885158
248,34.76,34.768,135.784,135.792,162.28880599428027
249,34.76,34.768,135.792,135.8,190.2574516061843
250,34.752,34.76,135.4,135.408,154.1261856662204
251,34.752,34.76,135.408,135.416,154.4503475018746
252,34.752,34.76,135.416,135.424,154.03626438645483
253,34.752,34.76,135.424,135.432,153.80550661300896
254,34.752,34.76,135.432,135.44,157.83334474974419
255,34.752,34.76,135.44,135.448,145.77626042263927
256,34.752,34.76,135.448,135.456,142.41237206886456
257,34.752,34.76,135.456,135.464,74.10044907047794
258,34.752,34.76,135.464,135.472,75.58043796410675
259,34.752,34.76,135.472,135.48,145.46751991395797
260,34.752,34.76,135.48,135.488,78.29957646766957
261,34.752,34.76,135.488,135.496,21.80359990468685
262,34.752,34.76,135.496,135.504,31.695108423387964
263,34.752,34.76,135.504,135.512,129.2449513894565
264,34.752,34.76,135.512,135.52,65.97925868948899
265,34.752,34.76,135.52,135.528,98.3016707597175
266,34.752,34.76,135.528,135.536,131.3063170348842
267,34.752,34.76,135.536,135.544,39.99696390150609
268,34.752,34.76,135.544,135.552,131.1356604507231
269,34.752,34.76,135.552,135.56,163.19908836520779
270,34.752,34.76,135.56,135.568,164.41923952955
271,34.752,34.76,135.568,135.576,162.1311287085549
272,34.752,34.76,135.576,135.584,127.91392860264907
273,34.752,34.76,135.584,135.592,97.86902370212408
274,34.752,34.76,135.592,135.6,134.8187693901499
275,34.752,34.76,135.6,135.608,171.98811923472232
276,34.752,34.76,135.608,135.616,175.5820189569592
277,34.752,34.76,135.616,135.624,146.3203564019541
278,34.752,34.76,135.624,135.632,85.09698489001795
279,34.752,34.76,135.632,135.64,63.893328019030264
280,34.752,34.76,135.64,135.648,186.75994964913684
281,34.752,34.76,135.648,135.656,153.26325198034203
282,34.752,34.76,135.656,135.664,190.24411493557983
283,34.752,34.76,135.664,135.672,68.11784137057342
284,34.752,34.76,135.672,135.68,191.18836437954866
285,34.752,34.76,135.68,135.688,67.21797064190702
286,34.752,34.76,135.688,135.696,187.44500269890483
287,34.752,34.76,135.696,135.704,159.4331709686386
288,34.752,34.76,135.704,135.712,159.04434172664185
289,34.752,34.76,135.712,135.72,157.69917371644573
290,34.752,34.76,135.72,135.728,157.4636617489113
291,34.752,34.76,135.728,135.736,157.2770470443191
292,34.752,34.76,135.736,135.744,157.05996830827968
293,34.752,34.76,135.744,135.752,166.2943805897425
294,34.752,34.76,135.752,135.76,164.43768239877465
295,34.752,34.76,135.76,135.768,161.0191886241011
296,34.752,34.76,135.768,135.776,163.08424328550404
297,34.752,34.76,135.776,135.784,162.3505531346791
298,34.752,34.76,135.784,135.792,168.7967774488809
299,34.752,34.76,135.792,135.8,194.5422982505815
300,34.744,34.752,135.4,135.408,158.32847891389304
301,34.744,34.752,135.408,135.416,157.49763921185692
302,34.744,34.752,135.416,135.424,156.83984129366274
303,34.744,34.752,135.424,135.432,157.842113262237
304,34.744,34.752,135.432,135.44,156.94188459108068
305,34.744,34.752,135.44,135.448,156.87642801325256
306,34.744,34.752,135.448,135.456,156.55340545672618
307,34.744,34.752,135.456,135.464,122.772464810993
308,34.744,34.752,135.464,135.472,121.43340628953466
309,34.744,34.752,135.472,135.48,86.71995742717104
310,34.744,34.752,135.48,135.488,87.8416631482149
311,34.744,34.752,135.488,135.496,125.67993360657186
312,34.744,34.752,135.496,135.504,157.05829802695578
313,34.744,34.752,135.504,135.512,123.87183017810744
314,34.744,34.752,135.512,135.52,123.97274105049073
315,34.744,34.752,135.52,135.528,123.53631976238194
316,34.744,34.752,135.528,135.536,33.68450292397661
317,34.744,34.752,135.536,135.544,58.9456845234091
318,34.744,34.752,135.544,135.552,125.05326143118785
319,34.744,34.752,135.552,135.56,158.77193196747675
320,34.744,34.752,135.56,135.568,122.98800090313375
321,34.744,34.752,135.568,135.576,93.30331760467007
322,34.744,34.752,135.576,135.584,99.70249889121979
323,34.744,34.752,135.584,135.592,138.4730381195269
324,34.744,34.752,135.592,135.6,144.44599825763112
325,34.744,34.752,135.6,135.608,81.80459991281455
326,34.744,34.752,135.608,135.616,117.84142891961847
327,34.744,34.752,135.616,135.624,153.0681276912503
328,34.744,34.752,135.624,135.632,190.19943252288286
329,34.744,34.752,135.632,135.64,127.62787931983442
330,34.744,34.752,135.64,135.648,162.62246822332105
331,34.744,34.752,135.648,135.656,196.00093651904922
332,34.744,34.752,135.656,135.664,157.75589659303972
333,34.744,34.752,135.664,135.672,187.90455439664635
334,34.744,34.752,135.672,135.68,184.8078749396586
335,34.744,34.752,135.68,135.688,182.96342742746765
336,34.744,34.752,135.688,135.696,184.1992882928111
337,34.744,34.752,135.696,135.704,152.21614743795828
338,34.744,34.752,135.704,135.712,151.33542262495587
339,34.744,34.752,135.712,135.72,149.61864960193287
340,34.744,34.752,135.72,135.728,148.5359544067377
341,34.744,34.752,135.728,135.736,146.0298691548191
342,34.744,34.752,135.736,135.744,144.43459367100195
343,34.744,34.752,135.744,135.752,141.95375256203582
344,34.744,34.752,135.752,135.76,141.44372467700794
345,34.744,34.752,135.76,135.768,141.02786882115208
346,34.744,34.752,135.768,135.776,159.51887482715807
347,34.744,34.752,135.776,135.784,162.67918513746838
348,34.744,34.752,135.784,135.792,175.26290635868963
349,34.744,34.752,135.792,135.8,194.2296105628938
350,34.736,34.744,135.4,135.408,153.70238672944413
351,34.736,34.744,135.408,135.416,152.47759785375985
352,34.736,34.744,135.416,135.424,153.69300909721983
353,34.736,34.744,135.424,135.432,152.35497999152608
354,34.736,34.744,135.432,135.44,153.54915850843878
355,34.736,34.744,135.44,135.448,154.57677271331042
356,34.736,34.744,135.448,135.456,156.11497496050143
357,34.736,34.744,135.456,135.464,154.773784656316
358,34.736,34.744,135.464,135.472,152.99116859245612
359,34.736,34.744,135.472,135.48,156.12888333062352
360,34.736,34.744,135.48,135.488,57.18557318044732
361,34.736,34.744,135.488,135.496,122.1770994329349
362,34.736,34.744,135.496,135.504,54.15915361425985
363,34.736,34.744,135.504,135.512,86.59678799116523
364,34.736,34.744,135.512,135.52,87.1289199122784
365,34.736,34.744,135.52,135.528,29.313895438439346
366,34.736,34.744,135.528,135.536,55.19605107615271
367,34.736,34.744,135.536,135.544,121.80709173247311
368,34.736,34.744,135.544,135.552,155.99148731851497
369,34.736,34.744,135.552,135.56,156.02558096898593
370,34.736,34.744,135.56,135.568,31.423664445277623
371,34.736,34.744,135.568,135.576,93.90314552290195
372,34.736,34.744,135.576,135.584,99.84179270495713
373,34.736,34.744,135.584,135.592,170.60716817189456
374,34.736,34.744,135.592,135.6,49.53211733563583
375,34.736,34.744,135.6,135.608,49.73679356028845
376,34.736,34.744,135.608,135.616,173.3658661080184
377,34.736,34.744,135.616,135.624,109.89728927607922
378,34.736,34.744,135.624,135.632,112.9696505206467
379,34.736,34.744,135.632,135.64,116.12662183200808
380,34.736,34.744,135.64,135.648,150.80899855317978
381,34.736,34.744,135.648,135.656,58.36563969149775
382,34.736,34.744,135.656,135.664,182.49619192747815
383,34.736,34.744,135.664,135.672,181.53891929359474
384,34.736,34.744,135.672,135.68,179.7405431150969
385,34.736,34.744,135.68,135.688,181.34826600372133
386,34.736,34.744,135.688,135.696,180.14032292946695
387,34.736,34.744,135.696,135.704,124.69331764862879
388,34.736,34.744,135.704,135.712,148.66399579081838
389,34.736,34.744,135.712,135.72,152.3453860677143
390,34.736,34.744,135.72,135.728,153.12521656215148
391,34.736,34.744,135.728,135.736,153.1090054071763
392,34.736,34.744,135.736,135.744,151.05617237751744
393,34.736,34.744,135.744,135.752,149.1123819779686
394,34.736,34.744,135.752,135.76,148.7330817306908
395,34.736,34.744,135.76,135.768,149.43622476136193
396,34.736,34.744,135.768,135.776,161.1087460185742
397,34.736,34.744,135.776,135.784,162.65976965456974
398,34.736,34.744,135.784,135.792,169.29081783758426
399,34.736,34.744,135.792,135.8,192.9418579226131
400,34.728,34.736,135.4,135.408,161.4007984315133
401,34.728,34.736,135.408,135.416,159.16924354452448
402,34.728,34.736,135.416,135.424,158.60759758947327
403,34.728,34.736,135.424,135.432,157.81166338850397
404,34.728,34.736,135.432,135.44,158.9223886584952
405,34.728,34.736,135.44,135.448,161.74671297785318
406,34.728,34.736,135.448,135.456,164.65870446011758
407,34.728,34.736,135.456,135.464,133.5939363284839
408,34.728,34.736,135.464,135.472,100.86655726688434
409,34.728,34.736,135.472,135.48,166.7911216888557
410,34.728,34.736,135.48,135.488,131.610081895327
411,34.728,34.736,135.488,135.496,39.0437194709791
412,34.728,34.736,135.496,135.504,37.76195701243981
413,34.728,34.736,135.504,135.512,129.61482177866841
414,34.728,34.736,135.512,135.52,128.85368047726757
415,34.728,34.736,135.52,135.528,161.113839895248
416,34.728,34.736,135.528,135.536,126.88685842915129
417,34.728,34.736,135.536,135.544,124.02722953093243
418,34.728,34.736,135.544,135.552,90.39125521976322
419,34.728,34.736,135.552,135.56,93.80386401349756
420,34.728,34.736,135.56,135.568,39.72699830025826
421,34.728,34.736,135.568,135.576,168.20688496416543
422,34.728,34.736,135.576,135.584,138.95580910793592
423,34.728,34.736,135.584,135.592,108.38325101237285
424,34.728,34.736,135.592,135.6,145.03097100003643
425,34.728,34.736,135.6,135.608,80.18038761704602
426,34.728,34.736,135.608,135.616,115.04372905454144
427,34.728,34.736,135.616,135.624,183.12257619983552
428,34.728,34.736,135.624,135.632,151.62103781693173
429,34.728,34.736,135.632,135.64,87.06088650316084
430,34.728,34.736,135.64,135.648,122.24602018023666
431,34.728,34.736,135.648,135.656,188.2492939998873
432,34.728,34.736,135.656,135.664,185.9912018831768
433,34.728,34.736,135.664,135.672,184.47209193263666
434,34.728,34.736,135.672,135.68,186.55955207213378
435,34.728,34.736,135.68,135.688,185.17124652063603
436,34.728,34.736,135.688,135.696,183.7033691217266
437,34.728,34.736,135.696,135.704,153.9973071095966
438,34.728,34.736,135.704,135.712,153.79012824349576
439,34.728,34.736,135.712,135.72,155.31350024931157
440,34.728,34.736,135.72,135.728,155.5871737440525
441,34.728,34.736,135.728,135.736,155.5454024784048
442,34.728,34.736,135.736,135.744,157.37381586370026
443,34.728,34.736,135.744,135.752,157.7726027926838
444,34.728,34.736,135.752,135.76,159.98983848744757
445,34.728,34.736,135.76,135.768,160.70593323387942
446,34.728,34.736,135.768,135.776,159.11054908568627
447,34.728,34.736,135.776,135.784,162.5848126751184
448,34.728,34.736,135.784,135.792,172.6935660914561
449,34.728,34.736,135.792,135.8,197.5272663647631
450,34.72,34.728,135.4,135.408,152.87912497871434
451,34.72,34.728,135.408,135.416,151.17545406821824
452,34.72,34.728,135.416,135.424,152.06433897577045
453,34.72,34.728,135.424,135.432,155.3507445174232
454,34.72,34.728,135.432,135.44,157.9192560674511
455,34.72,34.728,135.44,135.448,158.52334887876913
456,34.72,34.728,135.448,135.456,157.1848100659485
457,34.72,34.728,135.456,135.464,124.04168138183277
458,34.72,34.728,135.464,135.472,125.17327722600787
459,34.72,34.728,135.472,135.48,159.47661955013183
460,34.72,34.728,135.48,135.488,91.69384950281366
461,34.72,34.728,135.488,135.496,123.73534203771649
462,34.72,34.728,135.496,135.504,155.9876898013335
463,34.72,34.728,135.504,135.512,155.53587998450342
464,34.72,34.728,135.512,135.52,154.4063581527123
465,34.72,34.728,135.52,135.528,120.20926958655112
466,34.72,34.728,135.528,135.536,120.97949701873083
467,34.72,34.728,135.536,135.544,124.50465326161626
468,34.72,34.728,135.544,135.552,62.99634287521657
469,34.72,34.728,135.552,135.56,134.0594673164541
470,34.72,34.728,135.56,135.568,138.21960715606093
471,34.72,34.728,135.568,135.576,109.02918227050728
472,34.72,34.728,135.576,135.584,107.80866520487567
473,34.72,34.728,135.584,135.592,176.46280854285268
474,34.72,34.728,135.592,135.6,146.47654203282082
475,34.72,34.728,135.6,135.608,178.90491284791807
476,34.72,34.728,135.608,135.616,58.38757485170227
477,34.72,34.728,135.616,135.624,116.39395984546417
478,34.72,34.728,135.624,135.632,117.4362847761694
479,34.72,34.728,135.632,135.64,151.0112700052949
480,34.72,34.728,135.64,135.648,151.56279037247793
481,34.72,34.728,135.648,135.656,183.62107014123228
482,34.72,34.728,135.656,135.664,181.09819731297898
483,34.72,34.728,135.664,135.672,181.9915700410662
484,34.72,34.728,135.672,135.68,180.03919818228985
485,34.72,34.728,135.68,135.688,178.09734149434453
486,34.72,34.728,135.688,135.696,53.45625576724747
487,34.72,34.728,135.696,135.704,147.0558603488488
488,34.72,34.728,135.704,135.712,149.12216463381867
489,34.72,34.728,135.712,135.72,148.7728906918481
490,34.72,34.728,135.72,135.728,149.64411270548584
491,34.72,34.728,135.728,135.736,150.49081699404405
492,34.72,34.728,135.736,135.744,150.31216045829484
493,34.72,34.728,135.744,135.752,150.25530419392453
494,34.72,34.728,135.752,135.76,154.05283828499796
495,34.72,34.728,135.76,135.768,154.3868928451761
496,34.72,34.728,135.768,135.776,153.97435108993773
497,34.72,34.728,135.776,135.784,157.33567308609116
498,34.72,34.728,135.784,135.792,164.71402615826446
499,34.72,34.728,135.792,135.8,190.0144361187868
500,34.712,34.72,135.4,135.408,160.46078007784212
501,34.712,34.72,135.408,135.416,161.67690278776257
502,34.712,34.72,135.416,135.424,163.09968699345376
503,34.712,34.72,135.424,135.432,163.99403871077095
504,34.712,34.72,135.432,135.44,128.9719157271721
505,34.712,34.72,135.44,135.448,94.49086208838628
506,34.712,34.72,135.448,135.456,161.1049563291619
507,34.712,34.72,135.456,135.464,159.76375566798382
508,34.712,34.72,135.464,135.472,60.33575384609941
509,34.712,34.72,135.472,135.48,129.2812597521571
510,34.712,34.72,135.48,135.488,38.04974923586896
511,34.712,34.72,135.488,135.496,162.37968302725932
512,34.712,34.72,135.496,135.504,154.68204302469383
513,34.712,34.72,135.504,135.512,29.101314297495108
514,34.712,34.72,135.512,135.52,152.82615758528993
515,34.712,34.72,135.52,135.528,151.88965162756833
516,34.712,34.72,135.528,135.536,56.030305766126546
517,34.712,34.72,135.536,135.544,125.92193537883747
518,34.712,34.72,135.544,135.552,161.72024019711253
519,34.712,34.72,135.552,135.56,40.86169119675765
520,34.712,34.72,135.56,135.568,167.26821842037143
521,34.712,34.72,135.568,135.576,168.65947224597969
522,34.712,34.72,135.576,135.584,136.23505422119337
523,34.712,34.72,135.584,135.592,170.87057810315366
524,34.712,34.72,135.592,135.6,172.06808148550436
525,34.712,34.72,135.6,135.608,50.26878400819729
526,34.712,34.72,135.608,135.616,110.09408034710697
527,34.712,34.72,135.616,135.624,144.93686329223715
528,34.712,34.72,135.624,135.632,146.03403470004258
529,34.712,34.72,135.632,135.64,113.57236934265734
530,34.712,34.72,135.64,135.648,148.21031347680469
531,34.712,34.72,135.648,135.656,180.6892433827191
532,34.712,34.72,135.656,135.664,181.5083216251163
533,34.712,34.72,135.664,135.672,181.68380141056554
534,34.712,34.72,135.672,135.68,181.16837367404094
535,34.712,34.72,135.68,135.688,180.61829872882038
536,34.712,34.72,135.688,135.696,180.26380987513272
